Date,Open,High,Low,Close,Spliced,Volume,Open Int
2010-11-16,1.4764,1.4838,1.463,1.4673,1.3487,454019,190057
2010-11-17,1.4671,1.475,1.4644,1.4705,1.3519,317980,184153
2010-11-18,1.4712,1.4855,1.4712,1.4816,1.3630000000000002,329522,178384
2010-11-19,1.4825,1.4918,1.4792,1.4857,1.3671,262401,180061
2010-11-22,1.4827,1.4931,1.4762,1.4799,1.3613,336710,181773
2010-11-23,1.4808,1.4815,1.4545,1.4559,1.3373,452251,180109
2010-11-24,1.4566,1.4607,1.4468,1.4499,1.3313,375533,185274
2010-11-26,1.4523,1.4574,1.4386,1.4428,1.3242,389971,181078
2010-11-29,1.4459,1.4488,1.4249,1.4302,1.3116,430369,186441
2010-11-30,1.4298,1.4336,1.4154,1.4195,1.3009,502072,192012
2010-12-01,1.4171,1.4368,1.4155,1.4318,1.3132,495759,192127
2010-12-02,1.431,1.4433,1.4245,1.4388,1.3202,486962,186909
2010-12-03,1.4399,1.4624,1.4378,1.4564,1.3378,402403,170967
2010-12-06,1.4593,1.4607,1.443,1.4506,1.332,352351,162654
2010-12-07,1.4493,1.4586,1.4443,1.4472,1.3286,365196,144111
2010-12-08,1.4453,1.4466,1.4365,1.4446,1.3259999999999998,371737,127181
2010-12-09,1.4454,1.4511,1.4351,1.4423,1.3229,174674,110713
2010-12-10,1.4428,1.4472,1.4366,1.4418,1.3224,222817,142216
2010-12-13,1.4614,1.4624,1.445,1.4589,1.3395,320719,142561
2010-12-14,1.4573,1.4687,1.4552,1.4577,1.3383,373433,146430
2010-12-15,1.4572,1.4572,1.4398,1.4404,1.321,337425,149480
2010-12-16,1.4409999999999998,1.4457,1.4372,1.4404,1.321,271206,152207
2010-12-17,1.4432,1.4552,1.4323,1.4367,1.3173,338273,157259
2010-12-20,1.4357,1.4374,1.4285,1.4308,1.3114,217297,153780
2010-12-21,1.4312,1.4393,1.4263,1.4282,1.3088,228039,155374
2010-12-22,1.4287,1.4373,1.4267,1.4277,1.3083,215272,158521
2010-12-23,1.4291,1.4342,1.4244,1.4305,1.3111,201048,165468
2010-12-27,1.4303,1.4362,1.4262,1.4334,1.314,93879,154967
2010-12-28,1.435,1.4466,1.4285,1.4308,1.3114,205415,161279
2010-12-29,1.4298,1.4434,1.4274,1.4405,1.3211,154904,163600
2010-12-30,1.4409999999999998,1.4507,1.4409,1.4476,1.3282,179146,161821
2010-12-31,1.4481,1.4617,1.4478,1.4558,1.3364,89767,159616
2011-01-03,1.4538,1.4588,1.4442,1.4556,1.3362,232011,162919
2011-01-04,1.4544,1.4625,1.4481,1.4495,1.3301,310679,162285
2011-01-05,1.45,1.4516,1.4315,1.4340000000000002,1.3146,361260,167138
2011-01-06,1.4344,1.4359,1.4186,1.4204,1.301,388774,184119
2011-01-07,1.4194,1.4217,1.4095,1.4123,1.2929,436215,181534
2011-01-10,1.4087,1.4155,1.4064,1.4143,1.2949,301045,190695
2011-01-11,1.4138,1.4183,1.4092,1.416,1.2966,321036,200614
2011-01-12,1.4166,1.4336,1.4151,1.4322,1.3128,465059,202357
2011-01-13,1.4316,1.4573,1.4278,1.4537,1.3343,518037,190635
2011-01-14,1.4539,1.4647,1.4504,1.4547,1.3353,358114,180786
2011-01-18,1.4563,1.4656,1.4428,1.4574,1.338,539424,186246
2011-01-19,1.4576,1.4728,1.4556,1.4647,1.3453,373392,186449
2011-01-20,1.4649,1.4712,1.4584,1.466,1.3466,384487,188403
2011-01-21,1.465,1.4816,1.4636,1.4785,1.3591,326435,188217
2011-01-24,1.4796,1.4874,1.4727,1.4823,1.3629,296429,187918
2011-01-25,1.4826,1.489,1.476,1.4857,1.3663,393954,196679
2011-01-26,1.4866,1.4908,1.4826,1.4869,1.3675,297228,200674
2011-01-27,1.4886,1.4947,1.4823,1.4916,1.3722,384226,208260
2011-01-28,1.4919,1.4934,1.477,1.4803,1.3609,368088,201346
2011-01-31,1.4769,1.4928,1.4758,1.4882,1.3688,332910,201529
2011-02-01,1.4877,1.503,1.4876,1.5007,1.3813,365982,207547
2011-02-02,1.5009,1.505,1.4954,1.4986,1.3792,276187,200330
2011-02-03,1.4993,1.5014,1.4798,1.4823,1.3629,416132,194365
2011-02-04,1.4816,1.487,1.4732,1.4773,1.3579,368615,196117
2011-02-07,1.4762,1.4815,1.4696,1.4776,1.3582,284488,196135
2011-02-08,1.4769,1.4877,1.4762,1.4815,1.3621,350509,199003
2011-02-09,1.4816,1.4933,1.4798,1.4912,1.3718,356255,200735
2011-02-10,1.4911,1.4918,1.4766,1.4780000000000002,1.3586,342236,196385
2011-02-11,1.4789,1.4811,1.4686,1.4728,1.3534,349106,188005
2011-02-14,1.4719,1.4749,1.4618,1.4672,1.3478,290380,188639
2011-02-15,1.4682,1.4741,1.4651,1.4683,1.3489,319852,188211
2011-02-16,1.4679,1.4780000000000002,1.4652,1.4758,1.3564,418100,189588
2011-02-17,1.4749,1.4811,1.4727,1.4795,1.3601,294706,187478
2011-02-18,1.4799,1.4908,1.4736,1.4875,1.3681,354605,199983
2011-02-22,1.4881,1.4908,1.4717,1.4852,1.3658,505527,203027
2011-02-23,1.4847,1.4979,1.4845,1.4935,1.3741,311028,202673
2011-02-24,1.4941,1.5013,1.4895,1.4999,1.3805,311866,202702
2011-02-25,1.4993,1.5031,1.4915,1.4935,1.3741,238622,199660
2011-02-28,1.4939,1.5048,1.4904,1.4995,1.3801,272105,209288
2011-03-01,1.4997,1.5047,1.4955,1.4964,1.3769999999999998,276952,208799
2011-03-02,1.4968,1.5084,1.4936,1.5054,1.386,336858,213545
2011-03-03,1.5057,1.5169,1.5025,1.515,1.3956,432965,217301
2011-03-04,1.5153,1.5201,1.5132,1.5179,1.3985,342618,224222
2011-03-07,1.5184,1.5229,1.5148,1.516,1.3966,235370,212061
2011-03-08,1.5162,1.5182,1.5054,1.5095,1.3901,297445,199077
2011-03-09,1.5108,1.5136,1.5049,1.5098,1.3883,118125,101580
2011-03-10,1.5101,1.5118,1.4971,1.4991,1.3776,224783,158668
2011-03-11,1.4999,1.5113,1.4948,1.5084,1.3869,300884,192237
2011-03-14,1.5163,1.5199,1.5101,1.5188,1.3973,273759,189840
2011-03-15,1.5184,1.521,1.5051,1.5193,1.3978,380356,189608
2011-03-16,1.5192,1.5199,1.5063,1.5097,1.3882,370287,182953
2011-03-17,1.5119,1.5251,1.5065,1.5203,1.3988,311103,187422
2011-03-18,1.5214,1.5382,1.5177,1.5352,1.4137,289168,190850
2011-03-21,1.5374,1.5436,1.5335,1.5422,1.4207,233494,190609
2011-03-22,1.5412,1.5444,1.5374,1.54,1.4185,218874,193286
2011-03-23,1.5398,1.5411,1.5281,1.5318,1.4103,310573,200131
2011-03-24,1.5291,1.5417,1.525,1.5379,1.4164,291925,208854
2011-03-25,1.5371,1.5391,1.5251,1.5266,1.4051,236849,208318
2011-03-28,1.5244,1.5312,1.5215,1.5293,1.4078,237107,216456
2011-03-29,1.528,1.5345,1.5241,1.5283,1.4068,277555,216188
2011-03-30,1.5303,1.5344,1.5246,1.5315,1.41,293284,221361
2011-03-31,1.5322,1.5429,1.5311,1.5396,1.4181,313084,224859
2011-04-01,1.5366,1.5442,1.5256,1.5431,1.4216,402264,227645
2011-04-04,1.5432,1.5464,1.5388,1.5413,1.4198,204570,229502
2011-04-05,1.5415,1.5441,1.5346,1.5419999999999998,1.4205,258552,234057
2011-04-06,1.5417,1.5544,1.5412,1.5529,1.4314,312891,243650
2011-04-07,1.5524,1.5531,1.5437,1.5493,1.4278,337531,239743
2011-04-08,1.5497,1.5683,1.5485,1.5629,1.4414,257705,244992
2011-04-11,1.5646,1.5677,1.5615,1.5623,1.4408,174733,241452
2011-04-12,1.5630000000000002,1.5715,1.5571,1.5681,1.4466,299001,240664
2011-04-13,1.5674,1.5715,1.5607,1.5635,1.442,269514,240006
2011-04-14,1.5639,1.571,1.556,1.5686,1.4471,299102,241420
2011-04-15,1.5683,1.5699,1.5585,1.5631,1.4416,255421,239862
2011-04-18,1.5614,1.5617,1.5352,1.543,1.4215,408656,238658
2011-04-19,1.5429,1.5549,1.5401,1.5536,1.4321,258471,240454
2011-04-20,1.5529,1.5747,1.5526,1.5712,1.4497,310725,246358
2011-04-21,1.5719999999999998,1.5846,1.5702,1.577,1.4555,276678,243366
2011-04-25,1.5762,1.5824,1.5723,1.5782,1.4567,103252,245082
2011-04-26,1.5777,1.5855,1.5691,1.5829,1.4614,241838,245342
2011-04-27,1.5844,1.5993,1.5829,1.5936,1.4721,313572,247403
2011-04-28,1.5972,1.6079,1.597,1.6017,1.4802,279673,245000
2011-04-29,1.6022,1.6077,1.5996,1.6035,1.482,178997,246046
2011-05-02,1.6025,1.61,1.5959,1.6045,1.483,214345,255876
2011-05-03,1.6024,1.6089,1.5953,1.6018,1.4803,288611,260329
2011-05-04,1.6022,1.614,1.5973,1.6048,1.4833,374774,263141
2011-05-05,1.6028,1.6099,1.5711,1.5723,1.4508,509966,256728
2011-05-06,1.5739,1.579,1.5509,1.5538,1.4323,541290,246903
2011-05-09,1.5566,1.5645,1.5457,1.5539,1.4324,386539,240374
2011-05-10,1.5554,1.5617,1.5473,1.5598,1.4383,320311,238315
2011-05-11,1.5614,1.5628,1.5376,1.5399,1.4184,360158,242322
2011-05-12,1.5405,1.5482,1.533,1.5434,1.4219,369384,237711
2011-05-13,1.5446,1.5545,1.5271,1.5315,1.41,390026,249385
2011-05-16,1.5286,1.5451,1.5253,1.5395,1.418,313519,251022
2011-05-17,1.5366,1.5447,1.5326,1.5433,1.4218,349355,246290
2011-05-18,1.544,1.5494,1.5401,1.5431,1.4216,288025,251848
2011-05-19,1.5459,1.5534,1.5413,1.5518,1.4303,346643,257087
2011-05-20,1.5518,1.5554,1.5341,1.5413,1.4198,421575,260163
2011-05-23,1.5345,1.5354,1.5178,1.5269,1.4054,412595,260136
2011-05-24,1.5259,1.5342,1.521,1.5318,1.4103,310004,253109
2011-05-25,1.5307,1.5328,1.5221,1.5285,1.4069999999999998,377507,254528
2011-05-26,1.5293,1.5418,1.5278,1.5352,1.4137,375246,258509
2011-05-27,1.5346,1.5515,1.5337,1.5483,1.4268,328971,257773
2011-05-31,1.5523,1.5637,1.5469,1.5594,1.4379,339937,261728
2011-06-01,1.5604,1.5673,1.5533,1.5584,1.4369,362977,265302
2011-06-02,1.5545,1.5727,1.5537,1.5695,1.4480000000000002,339442,256778
2011-06-03,1.5701,1.5856,1.5663,1.5837,1.4622,364897,254558
2011-06-06,1.5844,1.5873,1.577,1.58,1.4585,235621,240721
2011-06-07,1.5794,1.591,1.5777,1.5907,1.4692,281977,229405
2011-06-08,1.5903,1.5907,1.5777,1.5792,1.4577,312970,189393
2011-06-09,1.5801,1.5876,1.5691,1.5723,1.4467,173639,156406
2011-06-10,1.5726,1.5766,1.5537,1.5568,1.4312,327614,183638
2011-06-13,1.5548,1.5646,1.5536,1.5628,1.4372,210274,186442
2011-06-14,1.5630000000000002,1.5712,1.5595,1.5682,1.4426,231077,188826
2011-06-15,1.5657,1.5666,1.5374,1.5388,1.4132,412224,188494
2011-06-16,1.5386,1.5442,1.5295,1.5359,1.4103,415302,180923
2011-06-17,1.5432,1.5559,1.5347,1.5532,1.4276,319613,186950
2011-06-20,1.5493,1.5547,1.541,1.5523,1.4267,241768,186840
2011-06-21,1.5526,1.5642,1.5516,1.5636,1.4380000000000002,259111,187603
2011-06-22,1.5624,1.5663,1.5562,1.5594,1.4338,287842,180599
2011-06-23,1.5559,1.556,1.5349,1.5438,1.4182,398872,175807
2011-06-24,1.5486,1.5529,1.5365,1.5394,1.4138,310735,183262
2011-06-27,1.5411,1.5519,1.5326,1.5489,1.4233,293388,178429
2011-06-28,1.5515,1.5622,1.546,1.5587,1.4331,365362,181584
2011-06-29,1.5594,1.5672,1.5548,1.565,1.4394,344987,181291
2011-06-30,1.5657,1.5763,1.5651,1.5744,1.4488,290440,189157
2011-07-01,1.5718,1.5776,1.5661,1.5734,1.4478,251737,189120
2011-07-05,1.5768,1.5803,1.5621,1.5637,1.4381,318440,192646
2011-07-06,1.5653,1.5693,1.5512,1.5522,1.4266,299631,184558
2011-07-07,1.5547,1.5601,1.5447,1.5576,1.432,340487,187381
2011-07-08,1.5586,1.5596,1.5432,1.547,1.4214,369874,182579
2011-07-11,1.5448,1.5456,1.5214,1.5252,1.3996,419777,178116
2011-07-12,1.5275,1.5293,1.5067,1.5256,1.4,573663,183546
2011-07-13,1.5198,1.5421,1.5179,1.5373,1.4117,436217,182906
2011-07-14,1.5445,1.5512,1.5343,1.5364,1.4108,371851,187739
2011-07-15,1.5377,1.5429,1.5321,1.5364,1.4108,288739,183100
2011-07-18,1.5356,1.5364,1.5244,1.5313,1.4057,277153,183665
2011-07-19,1.5334,1.5449,1.5299,1.5364,1.4108,372547,178067
2011-07-20,1.5384,1.5472,1.5364,1.5457,1.4201,304958,176791
2011-07-21,1.5452,1.5669,1.537,1.5646,1.439,491312,177196
2011-07-22,1.565,1.567,1.5556,1.56,1.4344,264324,177893
2011-07-25,1.5636,1.564,1.5557,1.5618,1.4362,235496,176604
2011-07-26,1.5611,1.5761,1.5592,1.5754,1.4498,286679,181374
2011-07-27,1.5746,1.577,1.5575,1.5608,1.4352,333394,185629
2011-07-28,1.5605,1.5638,1.5490000000000002,1.5548,1.4292,305232,182390
2011-07-29,1.5564,1.5654,1.5468,1.5604,1.4348,360049,180663
2011-08-01,1.5595,1.5694,1.5425,1.5505,1.4249,389581,184276
2011-08-02,1.5494,1.5527,1.5395,1.5436,1.418,371534,187571
2011-08-03,1.5435,1.5588,1.5387,1.5554,1.4298,420381,185054
2011-08-04,1.5602,1.5611,1.5326,1.5377,1.4121,577693,183588
2011-08-05,1.5333,1.5542,1.5297,1.5506,1.425,513927,175277
2011-08-08,1.5605,1.5649,1.5376,1.5435,1.4179,470736,180648
2011-08-09,1.5416,1.5628,1.5401,1.5465,1.4209,485590,180160
2011-08-10,1.5641,1.5651,1.541,1.5449,1.4193,457078,176725
2011-08-11,1.5413,1.5546,1.5354,1.5464,1.4208,448990,169874
2011-08-12,1.5487,1.5542,1.5399,1.5494,1.4238,275331,167339
2011-08-15,1.5512,1.5728,1.5512,1.57,1.4444,307301,169933
2011-08-16,1.5697,1.5723,1.5604,1.5645,1.4389,317023,164174
2011-08-17,1.565,1.5768,1.5575,1.5702,1.4446,320199,165205
2011-08-18,1.5674,1.5703,1.5521,1.5576,1.432,325556,170019
2011-08-19,1.5579,1.5705,1.5509,1.5638,1.4382,313366,169234
2011-08-22,1.5628,1.5686,1.5598,1.5623,1.4367,182568,167357
2011-08-23,1.5607,1.5753,1.5605,1.5676,1.442,277467,169155
2011-08-24,1.5685,1.5734,1.5630000000000002,1.5672,1.4416,256054,169289
2011-08-25,1.5661,1.5728,1.5578,1.5619999999999998,1.4364,321648,172768
2011-08-26,1.5626,1.5756,1.558,1.5736,1.4480000000000002,350854,171567
2011-08-29,1.5746,1.5809,1.5718,1.5759,1.4503,164570,172896
2011-08-30,1.5766,1.5786,1.5636,1.5703,1.4447,243875,172010
2011-08-31,1.5692,1.5722,1.5611,1.5633,1.4377,246224,170143
2011-09-01,1.5632,1.5634,1.548,1.5526,1.4269999999999998,290076,174750
2011-09-02,1.5515,1.5543,1.5436,1.544,1.4184,262475,177942
2011-09-06,1.5418,1.5539,1.5225,1.5242,1.3986,605886,193623
2011-09-07,1.5256,1.5405,1.5247,1.5345,1.4089,286012,192822
2011-09-08,1.5349,1.5351,1.5127,1.5144,1.3888,378127,195859
2011-09-09,1.5139,1.5193,1.4888,1.4919,1.3654,57772,37974
2011-09-12,1.4837,1.4958,1.4765,1.4838,1.3573,82291,48940
2011-09-13,1.4925,1.4997,1.4819,1.4968,1.3703,128157,92059
2011-09-14,1.4935,1.504,1.4851,1.5006,1.3741,165790,139527
2011-09-15,1.4998,1.519,1.4959,1.514,1.3875,250410,178968
2011-09-16,1.5137,1.5137,1.5005,1.5048,1.3783,301357,212334
2011-09-19,1.4937,1.4976,1.4842,1.4923,1.3658,318921,202661
2011-09-20,1.4933,1.5003,1.485,1.4943,1.3678,307611,199663
2011-09-21,1.4957,1.5056,1.4819,1.493,1.3665,352799,204493
2011-09-22,1.4842,1.4859,1.4645,1.4729,1.3464,455837,210785
2011-09-23,1.4723,1.4828,1.4679,1.472,1.3455,359907,211563
2011-09-26,1.4766,1.481,1.4622,1.4724,1.3459,399493,208874
2011-09-27,1.4785,1.4927,1.4739,1.4904,1.3639,370514,213008
2011-09-28,1.4847,1.4949,1.479,1.4836,1.3571,307418,216949
2011-09-29,1.4788,1.494,1.4778,1.4821,1.3556,279130,217637
2011-09-30,1.4845,1.4861,1.4645,1.4680000000000002,1.3415,323034,224262
2011-10-03,1.4618,1.4644,1.4426,1.4482,1.3217,376287,225357
2011-10-04,1.4448,1.4633,1.4407,1.4501,1.3236,416518,218578
2011-10-05,1.4596,1.4645,1.4521,1.4616,1.3351,356614,215239
2011-10-06,1.461,1.471,1.45,1.4682,1.3417,451604,218020
2011-10-07,1.469,1.4783,1.4618,1.4646,1.3381,329607,221957
2011-10-10,1.4647,1.4955,1.4636,1.4919,1.3654,256950,219872
2011-10-11,1.4892,1.4941,1.4822,1.4918,1.3653,286387,220446
2011-10-12,1.4905,1.509,1.4838,1.5044,1.3779,316600,222048
2011-10-13,1.5036,1.5082,1.4941,1.504,1.3775,304876,222914
2011-10-14,1.5029,1.515,1.4979,1.5135,1.3869999999999998,283759,219466
2011-10-17,1.5136,1.517,1.4982,1.5,1.3735,282897,231858
2011-10-18,1.4993,1.5076,1.491,1.4999,1.3734,338900,227423
2011-10-19,1.4992,1.5127,1.4982,1.5004,1.3739,291119,230987
2011-10-20,1.5016,1.5102,1.4914,1.5028,1.3763,428480,234845
2011-10-21,1.5033,1.5162,1.4962,1.5124,1.3859,290552,238383
2011-10-24,1.5126,1.5214,1.508,1.5205,1.394,279707,233885
2011-10-25,1.519,1.5219,1.5107,1.5185,1.392,343739,232340
2011-10-26,1.5169,1.5235,1.5057,1.5155,1.389,353908,230480
2011-10-27,1.5156,1.5506,1.5123,1.5466,1.4201,432110,225265
2011-10-28,1.544,1.546,1.5391,1.5413,1.4148,233050,217819
2011-10-31,1.5411,1.5431,1.5087,1.5185,1.392,342132,220209
2011-11-01,1.5119999999999998,1.5131,1.4869,1.4972,1.3707,432717,227248
2011-11-02,1.4958,1.509,1.4898,1.5022,1.3757,300005,226288
2011-11-03,1.5006,1.5119,1.4917,1.5095,1.383,446224,231021
2011-11-04,1.5077,1.5144,1.4973,1.5038,1.3773,321864,230496
2011-11-07,1.5081,1.5084,1.4943,1.5036,1.3771,267747,228828
2011-11-08,1.5031,1.5111,1.4987,1.5105,1.384,268761,226609
2011-11-09,1.5095,1.5122,1.4786,1.4805,1.354,424486,242468
2011-11-10,1.4792,1.4918,1.4749,1.4847,1.3582,340140,244439
2011-11-11,1.4873,1.506,1.4843,1.5013,1.3748,236711,238602
2011-11-14,1.504,1.5059,1.4855,1.4876,1.3611,229167,237132
2011-11-15,1.4887,1.4905,1.476,1.4807,1.3542,260681,238375
2011-11-16,1.4792,1.4823,1.4693,1.4776,1.3511,299129,240229
2011-11-17,1.4722,1.4805,1.4685,1.4729,1.3464,324009,247880
2011-11-18,1.4731,1.4879,1.4712,1.4778,1.3513,288299,253690
2011-11-21,1.4787,1.4808,1.4695,1.4761,1.3496,272027,251748
2011-11-22,1.4753,1.4834,1.4733,1.4771,1.3506,270548,251010
2011-11-23,1.4780000000000002,1.4796,1.4584,1.4593,1.3328,319717,260828
2011-11-25,1.4611,1.4677,1.4477,1.4504,1.3239,305688,265046
2011-11-28,1.4580000000000002,1.4666,1.4538,1.4568,1.3303,246194,260387
2011-11-29,1.4577,1.4709,1.4551,1.4595,1.3330000000000002,306908,266183
2011-11-30,1.4597,1.48,1.4525,1.4701,1.3436,441324,269266
2011-12-01,1.4706,1.4787,1.4682,1.4721,1.3456,280158,259590
2011-12-02,1.4725,1.4815,1.4627,1.4669,1.3404,281905,255082
2011-12-05,1.4672,1.4752,1.4638,1.4665,1.34,249473,249432
2011-12-06,1.466,1.4694,1.4598,1.4675,1.341,231102,250788
2011-12-07,1.4668,1.4718,1.4615,1.4661,1.3396,259934,254776
2011-12-08,1.4680000000000002,1.4726,1.4553,1.4601,1.3336,366724,249839
2011-12-09,1.4613,1.4704,1.4548,1.4638,1.3381,39658,79031
2011-12-12,1.4627,1.4644,1.4434,1.4457,1.32,85459,101524
2011-12-13,1.4443,1.4511,1.4282,1.4312,1.3055,165846,165000
2011-12-14,1.4304,1.4340000000000002,1.4222,1.4251,1.2994,131473,211277
2011-12-15,1.4257,1.4322,1.4233,1.4282,1.3025,144989,244984
2011-12-16,1.4288,1.4353,1.4263,1.4294,1.3037,230604,258127
2011-12-19,1.4304,1.4312,1.425,1.4283,1.3026,158626,264580
2011-12-20,1.4264,1.4399,1.426,1.4341,1.3084,191054,264989
2011-12-21,1.4349,1.4481,1.4295,1.4314,1.3057,235154,271048
2011-12-22,1.4315,1.439,1.4286,1.4315,1.3058,147047,272531
2011-12-23,1.4324,1.4366,1.4297,1.4328,1.3071,77608,272983
2011-12-27,1.4346,1.4354,1.4329,1.4340000000000002,1.3083,37818,274303
2011-12-28,1.4339,1.4352,1.4181,1.421,1.2953,177098,284438
2011-12-29,1.4211,1.4236,1.4126,1.4204,1.2947,141379,280275
2011-12-30,1.4218,1.4265,1.4172,1.4225,1.2968,115573,282768
2012-01-03,1.4304,1.4342,1.4277,1.432,1.3063,137120,280981
2012-01-04,1.4316,1.4337,1.4161,1.4201,1.2944,216058,291420
2012-01-05,1.4205,1.4209,1.4034,1.4049,1.2792,266261,296662
2012-01-06,1.4055,1.4077,1.396,1.3986,1.2729,227148,291543
2012-01-09,1.3957,1.4048,1.393,1.4018,1.2761,186645,288544
2012-01-10,1.403,1.4081,1.4004,1.4052,1.2795,214390,291573
2012-01-11,1.4035,1.4051,1.3921,1.3957,1.27,289336,296418
2012-01-12,1.3969999999999998,1.4105,1.3959,1.4089,1.2832,321518,290209
2012-01-13,1.4072,1.4141,1.3884,1.3929,1.2672,400353,301762
2012-01-17,1.3899,1.4076,1.3885,1.3981,1.2724,373270,297914
2012-01-18,1.3998,1.4129,1.3993,1.4097,1.284,353752,303769
2012-01-19,1.4114,1.4232,1.4098,1.4194,1.2937,285083,303569
2012-01-20,1.4226,1.4246,1.4146,1.4182,1.2925,241537,312052
2012-01-23,1.4142,1.4313,1.4137,1.4277,1.3019999999999998,270677,306836
2012-01-24,1.4274,1.4323,1.4213,1.4282,1.3025,308386,311623
2012-01-25,1.4291,1.4381,1.419,1.4344,1.3087,365623,305870
2012-01-26,1.436,1.4443,1.435,1.4367,1.311,279417,302351
2012-01-27,1.4364,1.4494,1.4335,1.4464,1.3207,331156,297295
2012-01-30,1.4475,1.4481,1.4335,1.4383,1.3126,218465,298634
2012-01-31,1.44,1.4473,1.43,1.4343,1.3086,317545,300708
2012-02-01,1.435,1.4478,1.4284,1.4415,1.3158,348285,299201
2012-02-02,1.4426,1.4455,1.4343,1.44,1.3143,294235,295198
2012-02-03,1.4404,1.4474,1.4324,1.4411,1.3154,357602,294768
2012-02-06,1.4380000000000002,1.4401,1.4285,1.4382,1.3125,279685,292722
2012-02-07,1.4383,1.4537,1.4348,1.4505,1.3248,383182,283869
2012-02-08,1.4517,1.4547,1.4479,1.4509999999999998,1.3253,276607,278398
2012-02-09,1.4509999999999998,1.4582,1.4473,1.4547,1.329,308723,284320
2012-02-10,1.4545,1.4549,1.4414,1.4429,1.3172,246746,283051
2012-02-13,1.4494,1.4542,1.4442,1.4462,1.3205,209072,281213
2012-02-14,1.4432,1.4475,1.4337,1.4351,1.3094,281658,285412
